Stock,return,adjusted_price,close_price,period_ending,fiscal_period,fiscal_year,current_ratio,quick_ratio,cash_ratio,days_of_sales_outstanding,days_of_inventory_outstanding,operating_cycle,days_of_payables_outstanding,cash_conversion_cycle,gross_profit_margin,operating_profit_margin,pretax_profit_margin,net_profit_margin,effective_tax_rate,return_on_assets,return_on_equity,return_on_capital_employed,net_income_per_ebt,ebt_per_ebit,ebit_per_revenue,debt_ratio,debt_equity_ratio,long_term_debt_to_capitalization,total_debt_to_capitalization,cash_flow_to_debt_ratio,company_equity_multiplier,receivables_turnover,payables_turnover,inventory_turnover,fixed_asset_turnover,asset_turnover,operating_cash_flow_per_share,free_cash_flow_per_share,cash_per_share,payout_ratio,operating_cash_flow_sales_ratio,free_cash_flow_operating_cash_flow_ratio,cash_flow_coverage_ratios,short_term_coverage_ratios,capital_expenditure_coverage_ratio,dividend_paid_and_capex_coverage_ratio,dividend_payout_ratio,price_book_value_ratio,price_to_book_ratio,price_to_sales_ratio,price_earnings_ratio,price_to_free_cash_flows_ratio,price_to_operating_cash_flows_ratio,price_cash_flow_ratio,price_earnings_to_growth_ratio,price_sales_ratio,dividend_yield,enterprise_value_multiple,price_fair_value,interest_coverage
ABBV,-0.01107600568883457,159.82000732421875,159.82000732421875,2023-12-31,FY,2023,0.8721228297349436,0.7638011680452419,0.3386274147089136,74.95811701461763,73.28606416850356,148.24418118312116,65.93779084006857,82.30639034305258,0.6241577377664862,0.2348576899002172,0.1150631466548842,0.0895283331492323,0.22032,0.0360995018966528,0.4694015444015444,0.1316919582946216,0.77808,0.4899270988476915,0.2348576899002172,0.4408325971895391,5.732142857142857,0.8343830930076414,0.8514588859416445,0.3845920687042182,13.00299227799228,4.869385925593904,5.535520607375271,4.980483044645036,10.88755261575466,0.4032187423447231,12.917986425339366,12.478506787330316,7.248868778280543,2.1671807526218383,0.420468353032144,0.9659792460265336,0.3845920687042182,3.176053400083437,29.3938223938224,2.018292682926829,2.1671807526218383,26.44661776061776,26.44661776061776,5.044128281600942,56.34113921447666,12.418953857311214,11.996451683523796,11.996451683523796,-0.955787183102729,5.044128281600942,0.0384653342626233,18.52079731915877,26.44661776061776,5.736061151079137
ABBV,0.11187579029295881,177.6999969482422,177.6999969482422,2024-12-31,FY,2024,0.6601976825208392,0.5522981238225503,0.1425585176391648,70.74652962686832,90.27833648840512,161.02486611527345,63.5899787032655,97.43488741200792,0.6999325451769801,0.1621933468242979,0.065963716405723,0.0759399297049739,-0.1533907427341227,0.0316511419714266,1.2866165413533834,0.0947703605360328,1.151237890204521,0.4066980409324723,0.1621933468242979,0.4967705181228313,20.19368421052632,0.947773501924134,0.9528161319161618,0.2800845943047778,40.64992481203007,5.159263668834142,5.739898132427844,4.043051901458981,10.972730814179975,0.4167918260444951,10.653406359044428,10.653406359044428,3.14685059685695,2.5771388499298737,0.3338303688713743,1.0,0.2800845943047778,2.7639623750734863,,1.7057596371882089,2.5771388499298737,94.3417041841203,94.3417041841203,5.56832758923918,73.32542459378213,16.68011094396469,16.68011094396469,16.68011094396469,-6.457368036807263,5.56832758923918,0.0351465929342659,25.17143973254192,94.3417041841203,3.2539173789173788
ABEV,-0.3530655538181299,3.059999942779541,3.059999942779541,2020-12-31,FY,2020,1.0556936238343022,0.8398938998381017,0.5104965081337484,47.45581459086316,97.42602369754049,144.88183828840363,260.7988590894144,-115.91702080101084,0.5363726682539954,0.2735949570907346,0.2311516127374569,0.1949228318402165,0.1306097344083471,0.0908924624769262,0.1541596164501589,0.1741437114649716,0.8432683187099834,0.8448679580771591,0.2735949570907346,0.0382782877768752,0.0649225029363672,0.0045634698553417,0.0609645328719723,3.934603426329738,1.696066013056843,7.691365181418145,1.399545999834533,3.746432279050453,2.356995203565834,0.466299722915134,1.1984819999200411,0.900212158225455,1.1943187943814395,0.6019887691793944,0.3229894311310574,0.7511269741936168,3.934603426329738,8.082904663923182,4.018113239712745,1.6335309167804373,0.6019887691793944,2.80065794485455,2.80065794485455,3.5412139067130304,18.16726072200644,14.596559133240604,10.963869295389216,10.963869295389216,-4.5418151805016045,3.5412139067130304,0.0331359129144985,9.324258821165474,2.80065794485455,8.939997761110488
ABEV,-0.08496731873370125,2.799999952316284,2.799999952316284,2021-12-31,FY,2021,0.9938455521764412,0.7274341201352332,0.4278190304171748,37.09503762989968,105.98395387510271,143.0789915050024,256.68846064324714,-113.60946913824476,0.5105340384850311,0.2344432655313413,0.1888591339152253,0.1739224726611881,0.0462672248386534,0.0914197074367345,0.1533221204457727,0.1712535957319451,0.920911099482528,0.8055643376541258,0.2344432655313413,0.0225905016143287,0.0378870563750105,0.0032227639060091,0.0365040262736653,7.314042988087253,1.6771232893287995,9.839591042921583,1.421957181422687,3.443917561616318,2.4929356733950856,0.5256348189967713,1.4552382540394442,0.9673988758425874,1.1782657647209984,0.877219714308263,0.3143397163928553,0.6647700973756605,7.314042988087253,101.96349065004452,2.9830274452592778,1.2186341134219982,0.877219714308263,2.561159080623888,2.561159080623888,2.9052762829373147,16.7044329492542,13.903261969666117,9.242472813414262,9.242472813414262,1.3363546359403338,2.9052762829373147,0.0525141869211087,9.394112447797124,2.561159080623888,11.92918005308004
ABEV,-0.028571401810159193,2.720000028610229,2.720000028610229,2022-12-31,FY,2022,0.9328151670925792,0.6228848260007301,0.368185809710807,37.561084848849816,113.45564678727726,151.01673163612708,219.6793956771172,-68.66266404099014,0.4928778252840339,0.2219064896222249,0.1785963406800755,0.1813839877152836,-0.0460532323665151,0.1047992867394424,0.1764113739634631,0.1815678070492395,1.015608645869188,0.804827028646702,0.2219064896222249,0.0278708012583539,0.0469156470088682,0.0055126871892818,0.0448132064344538,5.368582574772431,1.683326093640947,9.717504205983468,1.6615122181803237,3.217116206515078,2.6520360530614826,0.5777758448223372,1.311290833954976,0.8962772139284646,0.9770680057347614,0.8467567212389074,0.2589701513509173,0.6835075718673397,5.368582574772431,75.52945481156239,3.159633252207987,1.0994265695411194,0.8467567212389074,2.483572525733446,2.483572525733446,2.5535784817987475,14.07830158529247,14.426340198169976,9.860512759783356,9.860512759783356,1.0366749349169917,2.5535784817987475,0.060146226880344,8.2645751162276,2.483572525733446,7.596916204956406
ABEV,0.014705868173635858,2.759999990463257,2.759999990463257,2023-12-31,FY,2023,0.8916720115302731,0.6702093154266177,0.3916342113541974,42.0091557158963,84.35909829108131,126.3682540069776,215.47145226135143,-89.10319825437382,0.5072345089703562,0.2361643152822579,0.1885690100447401,0.1818719815087768,0.0050200520088587,0.1093293738065293,0.1836397182196119,0.2054910378637452,0.9644849992351638,0.7984652965854176,0.2361643152822579,0.0263946841885573,0.0443349504174407,0.0049268966977191,0.0424528073102591,7.05818999742938,1.6796923994514323,8.68858213834285,1.6939599012739803,4.326741363931682,2.9942267050191136,0.6011336815025208,1.5694978024490625,1.1881592652812356,1.037561607641888,0.8220956564312263,0.309912256886577,0.7570314934033155,7.05818999742938,163.43537698412698,4.115759750130702,1.3785207425529598,0.8220956564312263,2.5998988467670348,2.5998988467670348,2.574871926226938,14.157606382611933,10.974959654851869,8.308390097553646,8.308390097553646,,2.574871926226938,0.0580674186168155,7.943127730067417,2.5998988467670348,6.687857371168803
ABNB,0.13412807923760106,166.49000549316406,166.49000549316406,2021-12-31,FY,2021,1.947790533102689,1.947790533102689,0.9540808303192326,6.822429906542056,,6.822429906542056,37.25778546712803,-30.43535556058597,0.8070761014686249,0.0715954606141522,-0.0500667556742323,-0.0587449933244325,-0.1733333333333333,-0.0256784359498103,-0.073717277486911,0.058375289154987,1.1733333333333331,-0.6993006993006993,0.0715954606141522,0.1763933469506857,0.5063874345549738,0.2934300088783664,0.3361601557069373,0.9055806451612904,2.870785340314136,53.5,9.796610169491526,,13.967365967365968,0.4371170119638167,3.554698051948052,3.513590909090909,13.50974025974026,,0.3654362483311081,0.9884358271064358,0.9055806451612904,,86.47397519943132,86.47397519943132,,21.47808167539268,21.47808167539268,17.115794392523366,-291.3575,47.38457159859765,46.83660822014401,46.83660822014401,3.020374855305467,17.115794392523366,,-1536.9016097955125,21.47808167539268,0.9794520547945206
ABNB,-0.48645565992542084,85.5,85.5,2022-12-31,FY,2022,1.8627475557783904,1.8627475557783904,0.9247931812484332,6.996666269794023,,6.996666269794023,33.358905937291524,-26.3622396674975,0.8215263721871652,0.2145493511132277,0.2368139064174306,0.2253839742826527,0.0482654600301659,0.1180321735877291,0.3404676258992806,0.2235732009925558,0.951734539969834,1.1037735849056605,0.2145493511132277,0.1459658311510163,0.4210431654676259,0.2632834238770372,0.296291608657132,1.4651858180264845,2.8845323741007194,52.16770186335404,10.941605839416058,,32.42857142857143,0.5236937273974311,5.384615384615385,5.345368916797488,15.105180533751962,,0.4083819502321705,0.9927113702623906,1.4651858180264845,58.13559322033898,137.2,137.2,,9.795593525179855,9.795593525179855,6.484521966900822,28.770998415213946,15.995154185022026,15.878571428571428,15.878571428571428,-0.0463261838889038,6.484521966900822,,23.51067878038339,9.795593525179855,75.08333333333333
ABNB,0.5922806946157712,136.13999938964844,136.13999938964844,2023-12-31,FY,2023,1.6591959798994975,1.6591959798994975,0.6908542713567839,216.01139457497223,,216.01139457497223,30.220199647680563,185.79119492729168,0.8282746798426943,0.1530704850257134,0.2119592618735504,0.483210648381567,-1.279733587059943,0.2321143133930734,0.5868952847519902,0.1419354838709677,2.279733587059943,1.3847167325428196,0.1530704850257134,0.1116008718818115,0.2821800367421923,0.1960417487199685,0.2200783264877256,1.6857638888888888,2.528475199020208,1.6897256772874425,12.078014184397164,,35.54480286738351,0.4803584403003148,6.097331240188384,6.097331240188384,15.810047095761382,,0.3916507008167793,1.0,1.6857638888888888,,,,,10.621087568891609,10.621087568891609,8.744699001714226,18.097074290484137,22.32780123583934,22.32780123583934,22.32780123583934,0.1181281552587646,8.744699001714226,,36.85562135486765,10.621087568891609,18.289156626506024
ABNB,-0.034743615019427666,131.41000366210938,131.41000366210938,2024-12-31,FY,2024,1.6907784666863497,1.6907784666863497,0.6755240625922645,194.9932444604576,,194.9932444604576,27.59850905218317,167.3947354082744,0.8308412898576834,0.2299585660241398,0.3000360295442262,0.2385155827778778,0.2050435304713299,0.1263419056252683,0.3147883975273419,0.2364326727171698,0.79495646952867,1.3047395221308264,0.2299585660241398,0.1094517868218903,0.2727056585829767,0.1916978956471605,0.2142723706332897,1.9694856146469049,2.4915596766524013,1.871859720114652,13.225352112676056,,,0.5297008445059401,7.14873417721519,7.14873417721519,16.789556962025316,,0.4069537020356693,1.0,1.9694856146469049,,,,,9.87293390394674,9.87293390394674,7.480735002702215,31.36371601208459,18.382275343072155,18.382275343072155,18.382275343072155,-0.708273706939568,7.480735002702215,,30.74074422248336,9.87293390394674,
ABT,0.28541426832683536,140.74000549316406,140.74000549316406,2021-12-31,FY,2021,1.8495993895459748,1.4560854635635254,0.7477298740938573,54.96819500870575,101.5431299563036,156.51132496500935,86.79505853158548,69.71626643342387,0.5696575739988392,0.1955890887986071,0.1906210098665119,0.1641555426581543,0.1388381439532334,0.0940342571413373,0.1975029327970504,0.1356879418917395,0.8611618560467665,0.97459940652819,0.1955890887986071,0.2527528060003192,0.5308641975308642,0.3257373159064372,0.3467741935483871,0.5541934126065453,2.100329590525669,6.640203483890859,4.205308529945554,3.594531704479349,4.808014287308851,0.5728363210809085,5.934084507042254,4.8721126760563385,5.774084507042254,0.4528355253853769,0.2445269878119559,0.8210386404633058,0.5541934126065453,13.96949602122016,5.587798408488064,2.070572046392766,0.4528355253853769,6.977640913915423,6.977640913915423,5.79950087057458,35.32930278602744,28.88685245143386,23.717222063989368,23.717222063989368,0.6139989173847525,5.79950087057458,0.0128175619011782,20.328088212211583,6.977640913915423,17.193877551020407
ABT,-0.21990907609521163,109.79000091552734,109.79000091552734,2022-12-31,FY,2022,1.6285105558783652,1.2299696558848214,0.6380011621150494,51.99115753785536,117.70687493469858,169.6980324725539,87.84635879218473,81.85167368036919,0.5614963461846838,0.1915561358898586,0.1902732916408952,0.1588206996082743,0.1653021911870936,0.0931379134313119,0.1889821730360355,0.1418514308978948,0.8346978088129063,0.9933030375508252,0.1915561358898586,0.2379967221043015,0.482909011612059,0.2835885017965943,0.3256497922870482,0.5408105667193498,2.029057406094968,7.020424573817948,4.154981549815498,3.1009233759922243,4.764571054354945,0.58643434804804,5.465487735310895,4.4517969195664575,5.801483171705647,0.4772825616616183,0.2194809062378301,0.8145287548272623,0.5408105667193498,4.256330519768992,5.391671356218345,1.883798662996461,0.4772825616616183,5.246193915935234,5.246193915935234,4.408903626325797,27.76025818548969,24.66195156330087,20.08786869846572,20.08786869846572,-36.73607499879795,4.408903626325797,0.0171930159464833,16.17898788368336,5.246193915935234,22.298666666666666
ABT,0.0005464756179382151,109.8499984741211,109.8499984741211,2023-12-31,FY,2023,1.6378874358789104,1.1632107506683045,0.4982298966837656,59.74282579969583,133.41029207232268,193.1531178720185,87.21418636995827,105.9389315020602,0.5518462190530804,0.1615098855618439,0.1661472487471639,0.1426861801590665,0.1412064825930372,0.0781681099243314,0.1482527264720358,0.1091068330722719,0.8587935174069627,1.028712565606669,0.1615098855618439,0.2168027972792089,0.4111856591456622,0.2605072602582277,0.2913760187972685,0.4574434574434574,1.8965883480558503,6.109520182787509,4.185098952270081,2.7359208523592087,3.5570237672933662,0.5478323817849046,4.1872435239094585,2.9174032485136965,4.197623689648388,0.6213524375327626,0.181031688648433,0.6967359867786806,0.4574434574434574,6.723148148148148,3.297456857402361,1.261028134769017,0.6213524375327626,4.944428793748155,4.944428793748155,4.758776950935202,33.351351515823865,37.72875760526981,26.28698316004132,26.28698316004132,-2.053192577692906,4.758776950935202,0.018630502492169,18.84458130363602,4.944428793748155,10.169544740973311
ABT,0.02967685190271963,113.11000061035156,113.11000061035156,2024-12-31,FY,2024,1.6709754891573074,1.233453415271597,0.5379670834216289,82.61442193087008,120.86015182294452,203.4745737538146,81.85475248583342,121.61982126798118,0.554088200238379,0.1626936829558999,0.1671752085816448,0.3194755661501788,-0.9110223869955796,0.1646154224089223,0.2811765693185633,0.1014764262455952,1.91102238699558,1.0275457875457876,0.1626936829558999,0.1845014370992704,0.3151435045317221,0.2094080180464098,0.2396267049533381,0.5697357033486452,1.7080815709969788,4.418114797261716,4.45911799761621,3.0200193735873424,3.936010508538187,0.5152676443854866,4.941970276848349,3.667498624475797,4.600686748732274,0.2862259364273989,0.2040047675804529,0.7421126431409207,0.5697357033486452,5.705333333333333,3.877661984594472,1.4161840145623037,0.2862259364273989,4.109440243412428,4.109440243412428,4.669186168343504,14.615158913744963,30.841184028028657,22.887632596635896,22.887632596635896,0.108626181115672,4.669186168343504,0.019584182294331,18.76290933745708,4.109440243412428,12.209302325581396
ACGL,0.23232606429208547,44.45000076293945,44.45000076293945,2021-12-31,FY,2021,9.585571444465916,11.944250420158223,0.251412141547939,422.9739419370546,-2718.655193934631,-2295.6812519975765,1152.6177245619713,-3448.298976559548,0.8788193799805425,0.2524467213670379,0.2356667544714029,0.2416777748434836,0.06113197464427,0.0478260488776898,0.1592364211271074,0.0540502209817715,1.0255064418634836,0.9335306602329044,0.2524467213670379,0.0604065834984167,0.2011232036625705,0.1674459398080796,0.1674459398080796,1.2580981311807322,3.32949145630529,0.8629373202718902,0.3166704729781166,-0.1342575552848046,0.3335261222001144,0.1978917958370938,8.749371392322244,8.643706718986941,57.16844023342872,0.0223829392675011,0.3840351717912177,0.9879231697230242,1.2580981311807322,,82.80318403633377,38.22239445101144,0.0223829392675011,1.2854986028056026,1.2854986028056026,1.9510388370413927,8.07289308379694,5.142469711791613,5.080364977877817,5.080364977877817,0.1392162174654778,1.9510388370413927,0.0027726044473976,9.839344801834669,1.2854986028056026,16.154828995482898
ACGL,0.4123734016139818,62.77999877929688,62.77999877929688,2022-12-31,FY,2022,0.0057216773905351,0.0057216773905351,0.261992467300652,,,,965.1524050632912,-965.1524050632912,0.8714173554876912,0.1757484512529717,0.1550536638202006,0.1537522902684904,0.053719433010434,0.0307560826560969,0.1143293302834151,0.0377216208948034,0.99160694742938,0.8822476824960288,0.1757484512529717,0.056790606525578,0.2111072493548255,0.1742876416374902,0.174309293803076,1.3998726797069063,3.7172916837883103,,0.3781786151960784,,77.99498712251082,0.2000365822348991,10.350246223675557,10.210066380413345,59.32947736941,0.0275989159891598,0.3974253991491748,0.9864563759902096,1.3998726797069063,,73.835481498684,41.28676088650333,0.0275989159891598,1.7925130034245351,1.7925130034245351,2.410606087951101,15.678505235542003,6.148833676579723,6.065556185165391,6.065556185165391,-0.581411235818016,2.410606087951101,0.0017603027568339,15.543918399045928,1.7925130034245351,12.951652772020328
